Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleCondition,SalePrice
839,20,RL,75.0,9525.0,Reg,Inside,CollgCr,1Fam,1Story,5,6,1995.0,2006,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,Gd,No,Unf,0.0,1099.0,1099.0,Ex,1099.0,0.0,1099.0,0,1,1,3,Gd,6,0,NA,Attchd,1999.0,Unf,1,352.0,278.0,0.0,NA,6,2008,Normal,144000
840,50,RL,70.0,11767.0,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,1946.0,1995,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,BLQ,352.0,416.0,768.0,Ex,768.0,432.0,1200.0,0,1,0,3,TA,6,0,NA,Detchd,1946.0,Unf,1,240.0,0.0,0.0,NA,5,2008,Normal,130500
841,70,Otro,NA,12155.0,IR1,Inside,SWISU,1Fam,2Story,6,8,1925.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,No,BLQ,156.0,516.0,672.0,TA,810.0,672.0,1482.0,0,2,0,4,Fa,7,0,NA,Detchd,1934.0,Unf,1,400.0,0.0,0.0,NA,3,2008,Normal,140000
842,70,RM,60.0,10440.0,Reg,Inside,OldTown,1Fam,2Story,5,8,1904.0,2002,Gable,MetalSd,MetalSd,NA,0.0,TA,PConc,TA,No,Unf,0.0,650.0,650.0,Gd,958.0,581.0,1539.0,0,2,0,3,Gd,8,1,Po,Detchd,1983.0,Unf,2,686.0,70.0,78.0,NA,6,2008,Normal,157500
843,80,RL,82.0,9020.0,Reg,Inside,NAmes,1Fam,SLvl,6,7,1966.0,1966,Gable,HdBoard,HdBoard,BrkFace,183.0,TA,CBlock,TA,Gd,Rec,312.0,276.0,1127.0,TA,1165.0,0.0,1165.0,1,1,1,3,TA,6,0,NA,Attchd,1966.0,RFn,2,490.0,0.0,129.0,GdPrv,5,2008,Normal,174900
844,90,RL,80.0,8000.0,Reg,Corner,NAmes,Duplex,1Story,5,4,1961.0,1961,Gable,BrkFace,BrkFace,NA,0.0,TA,CBlock,TA,No,Unf,0.0,1795.8405000000002,1800.0,Ex,1800.0,0.0,1800.0,0,2,0,5,TA,10,0,NA,NA,NA,NA,0,0.0,0.0,0.0,NA,7,2007,Normal,141000
845,50,RM,100.0,12665.0,IR1,Inside,OldTown,1Fam,1.5Fin,5,8,1915.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,Mn,Unf,0.0,876.0,876.0,Gd,876.0,540.0,1416.0,0,1,1,4,TA,7,1,Gd,Detchd,1949.0,Unf,3,720.0,418.0,0.0,NA,6,2008,Normal,153900
846,85,RL,NA,16647.0,IR1,CulDSac,Sawyer,1Fam,SFoyer,5,5,1975.0,1981,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,Gd,Gd,ALQ,1390.0,0.0,1390.0,TA,1701.0,0.0,1701.0,1,2,0,3,TA,6,2,TA,Basment,1975.0,Fin,2,611.0,0.0,0.0,NA,1,2007,Normal,171000
847,60,RL,75.0,9317.0,Reg,Inside,SawyerW,1Fam,2Story,7,5,1993.0,1993,Gable,HdBoard,HdBoard,BrkFace,137.0,Gd,PConc,Gd,No,ALQ,513.0,227.0,740.0,Ex,1006.0,769.0,1775.0,1,2,1,3,Gd,7,1,TA,Attchd,1993.0,Unf,2,425.0,234.0,72.0,NA,7,2009,Normal,213000
848,20,RL,36.0,15523.0,IR1,CulDSac,CollgCr,1Fam,1Story,5,6,1972.0,1972,Gable,HdBoard,Plywood,NA,0.0,TA,CBlock,TA,Av,BLQ,460.0,404.0,864.0,Ex,864.0,0.0,864.0,1,1,0,3,TA,5,1,Fa,Attchd,1972.0,Unf,1,338.0,0.0,0.0,NA,8,2009,Normal,133500
849,50,RL,75.0,36937.732400000175,IR2,Inside,ClearCr,1Fam,1.5Fin,6,8,1908.0,1997,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,907.0,907.0,TA,1307.0,1051.0,2358.0,0,3,0,5,TA,10,1,Gd,Detchd,1916.0,Unf,2,360.0,486.0,40.0,NA,9,2008,Normal,240000
850,80,RL,80.0,9600.0,Reg,FR2,Otro,1Fam,SLvl,6,7,1976.0,1994,Hip,Plywood,Plywood,BrkFace,360.0,Gd,CBlock,TA,No,Unf,0.0,528.0,528.0,Ex,1094.0,761.0,1855.0,0,2,1,3,TA,7,1,TA,Attchd,1976.0,RFn,2,512.0,113.0,100.0,NA,8,2007,Normal,187000
851,120,RM,36.0,4435.0,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2003.0,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,Gd,Av,GLQ,659.0,189.0,848.0,Ex,848.0,0.0,848.0,1,1,0,1,Gd,3,0,NA,Attchd,2003.0,Fin,2,420.0,140.0,0.0,NA,11,2007,Normal,131500
852,120,RL,NA,3196.0,Reg,Inside,Otro,TwnhsE,1Story,8,5,2003.0,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,Gd,Unf,0.0,1273.0,1273.0,Ex,1456.0,0.0,1456.0,0,2,0,2,Gd,7,1,TA,Attchd,2003.0,Fin,2,400.0,143.0,20.0,NA,5,2006,Normal,215000
853,75,RL,53.0,7128.0,Reg,Inside,Crawfor,1Fam,Otro,7,5,1941.0,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,Rec,364.0,554.0,918.0,Gd,918.0,728.0,1646.0,0,2,0,4,TA,7,2,Gd,Detchd,1941.0,Unf,1,240.0,0.0,0.0,MnPrv,8,2007,Normal,164000
854,80,RL,NA,12095.0,IR1,Corner,NAmes,1Fam,SLvl,6,6,1964.0,1964,Gable,MetalSd,HdBoard,BrkFace,115.0,TA,CBlock,TA,Gd,Rec,564.0,563.0,1127.0,TA,1445.0,0.0,1445.0,0,1,1,3,TA,7,1,Fa,Attchd,1964.0,RFn,2,645.0,180.0,0.0,MnPrv,8,2009,Normal,158000
855,20,RL,102.0,17920.0,Reg,Inside,Sawyer,1Fam,1Story,5,4,1955.0,1974,Hip,Wd Sdng,Plywood,NA,0.0,TA,CBlock,TA,Mn,ALQ,306.0,372.0,1763.0,TA,1779.0,0.0,1779.0,1,1,1,3,TA,6,1,Gd,Attchd,1955.0,Unf,2,454.0,0.0,285.33620000000013,NA,7,2006,Abnorml,170000
856,20,RL,NA,6897.0,IR1,Corner,Sawyer,1Fam,1Story,5,8,1962.0,2009,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,No,ALQ,659.0,381.0,1040.0,Ex,1040.0,0.0,1040.0,1,1,1,3,TA,6,0,NA,Detchd,1962.0,Unf,1,260.0,0.0,104.0,NA,4,2010,Normal,127000
857,80,RL,NA,10970.0,IR1,Inside,CollgCr,1Fam,SLvl,6,6,1978.0,1978,Gable,Plywood,HdBoard,NA,0.0,TA,CBlock,Gd,Gd,GLQ,505.0,0.0,940.0,TA,1026.0,0.0,1026.0,1,1,0,3,TA,5,0,NA,Detchd,1981.0,Unf,2,576.0,0.0,0.0,MnPrv,10,2008,Normal,147000
858,60,RL,65.0,8125.0,Reg,Inside,Gilbert,1Fam,2Story,6,5,1994.0,1995,Gable,HdBoard,HdBoard,NA,0.0,TA,PConc,Gd,No,Unf,0.0,702.0,702.0,Gd,702.0,779.0,1481.0,0,2,1,3,TA,6,1,TA,Attchd,1994.0,Fin,2,343.0,0.0,36.0,NA,3,2009,Normal,174000
859,20,RL,80.0,10400.0,Reg,Inside,NWAmes,1Fam,1Story,7,5,1976.0,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,CBlock,Gd,No,Unf,0.0,1090.0,1090.0,TA,1370.0,0.0,1370.0,0,2,0,3,TA,6,1,TA,Attchd,1976.0,RFn,2,479.0,0.0,0.0,MnPrv,6,2009,Family,152000
860,60,RL,NA,11029.0,IR1,Corner,NWAmes,1Fam,2Story,6,7,1968.0,1984,Gable,HdBoard,HdBoard,BrkFace,220.0,TA,CBlock,TA,Mn,BLQ,619.0,435.0,1054.0,TA,1512.0,1142.0,2654.0,1,2,1,4,Gd,9,1,Gd,Attchd,1968.0,Unf,2,619.0,0.0,65.0,NA,8,2006,Normal,250000
861,50,RL,55.0,7642.0,Reg,Corner,Crawfor,1Fam,1.5Fin,7,8,1918.0,1998,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,BrkTil,TA,No,Unf,0.0,912.0,912.0,Gd,912.0,514.0,1426.0,0,1,1,3,Gd,7,1,Gd,Detchd,1925.0,Unf,1,216.0,0.0,240.0,GdPrv,6,2007,Normal,189950
862,190,RL,75.0,11625.0,Reg,Inside,Sawyer,2fmCon,1Story,5,4,1965.0,1965,Hip,Plywood,HdBoard,NA,0.0,TA,PConc,TA,Mn,BLQ,841.0,198.0,1039.0,Ex,1039.0,0.0,1039.0,1,1,1,3,TA,6,0,NA,Attchd,1965.0,Unf,2,504.0,0.0,0.0,NA,4,2010,Normal,131500
863,20,RL,81.0,9672.0,Reg,Corner,SawyerW,1Fam,1Story,6,5,1984.0,1985,Hip,HdBoard,Plywood,NA,0.0,TA,PConc,Gd,No,GLQ,338.0,702.0,1040.0,TA,1097.0,0.0,1097.0,0,2,0,3,TA,6,0,NA,Attchd,1986.0,Unf,2,480.0,0.0,0.0,GdPrv,5,2010,Normal,152000
864,20,RL,70.0,7931.0,Reg,Inside,NAmes,1Fam,1Story,5,5,1959.0,1959,Hip,BrkFace,Plywood,NA,0.0,TA,CBlock,TA,No,BLQ,1148.0,0.0,1148.0,TA,1148.0,0.0,1148.0,1,1,0,3,TA,6,0,NA,Attchd,1959.0,Unf,1,672.0,0.0,0.0,GdPrv,7,2009,Normal,132500
865,20,FV,72.0,8640.0,Reg,Inside,Somerst,1Fam,1Story,7,5,2007.0,2008,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Ex,No,Unf,0.0,1372.0,1372.0,Ex,1372.0,0.0,1372.0,0,2,0,3,Gd,6,0,NA,Attchd,2008.0,Fin,2,529.0,0.0,140.0,NA,5,2008,Partial,250580
866,20,RL,NA,8750.0,IR1,Inside,NAmes,1Fam,1Story,5,6,1970.0,1970,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,CBlock,TA,No,BLQ,828.0,174.0,1002.0,TA,1002.0,0.0,1002.0,1,1,0,3,TA,5,0,NA,Detchd,1973.0,Unf,2,902.0,0.0,0.0,MnPrv,8,2009,Normal,148500
867,20,RL,67.0,10656.0,IR1,Inside,Timber,1Fam,1Story,8,5,2006.0,2007,Gable,VinylSd,VinylSd,Stone,274.0,Gd,PConc,Gd,Av,Unf,0.0,1638.0,1638.0,Ex,1646.0,0.0,1646.0,0,2,0,3,Gd,6,1,Gd,Attchd,2007.0,RFn,3,870.0,192.0,80.0,NA,11,2007,Partial,248900
868,20,RL,85.0,6970.0,Reg,Corner,Sawyer,1Fam,1Story,4,5,1961.0,1961,Gable,VinylSd,VinylSd,NA,0.0,TA,CBlock,TA,No,ALQ,932.0,108.0,1040.0,TA,1120.0,0.0,1120.0,1,1,1,3,Fa,5,0,NA,Attchd,1961.0,RFn,2,544.0,168.0,0.0,NA,5,2007,Normal,129000
869,60,RL,NA,14762.0,IR2,Corner,Gilbert,1Fam,2Story,5,6,1948.0,1950,Gable,Plywood,Plywood,NA,0.0,TA,Slab,NA,NA,NA,0.0,0.0,0.0,Gd,1547.0,720.0,2320.0,0,2,0,2,TA,7,1,TA,Attchd,1979.0,Unf,2,672.0,120.0,144.0,NA,5,2006,Normal,169000
870,60,RL,80.0,9938.0,Reg,Inside,SawyerW,1Fam,2Story,7,5,1993.0,1994,Gable,MetalSd,MetalSd,BrkFace,246.0,Gd,PConc,Gd,No,GLQ,750.0,300.0,1050.0,Ex,1062.0,887.0,1949.0,1,2,1,3,Gd,8,1,TA,Attchd,1993.0,Fin,2,574.0,156.0,90.0,GdPrv,6,2010,Normal,236000
871,20,RL,60.0,6600.0,Reg,Inside,NAmes,1Fam,1Story,5,5,1962.0,1962,Hip,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,Unf,0.0,894.0,894.0,Gd,894.0,0.0,894.0,0,1,0,2,TA,5,0,NA,Detchd,1962.0,Unf,1,308.0,0.0,0.0,NA,8,2009,Normal,109500
872,60,RL,70.0,8750.0,Reg,Inside,CollgCr,1Fam,2Story,6,5,1998.0,1998,Gable,VinylSd,VinylSd,BrkFace,116.0,TA,PConc,Gd,No,GLQ,505.0,299.0,804.0,Ex,804.0,878.0,1682.0,0,2,1,3,Gd,7,0,NA,Attchd,1998.0,RFn,2,523.0,0.0,77.0,NA,6,2010,Normal,200500
873,20,RL,74.0,8892.0,Reg,Corner,NAmes,1Fam,1Story,5,7,1953.0,1996,Gable,WdShing,Wd Shng,NA,0.0,Gd,Otro,TA,Av,Unf,0.0,105.0,105.0,Gd,910.0,0.0,910.0,0,1,0,3,Gd,5,0,NA,Attchd,1953.0,Unf,2,414.0,196.0,0.0,GdWo,10,2008,Normal,116000
874,40,RL,60.0,12144.0,Reg,Inside,NAmes,1Fam,1Story,5,7,1949.0,1950,Gable,HdBoard,HdBoard,NA,0.0,Gd,CBlock,TA,No,Rec,375.0,457.0,832.0,Gd,1036.0,0.0,1268.0,0,1,0,3,TA,6,1,Gd,Attchd,1949.0,Unf,1,288.0,0.0,28.0,NA,9,2009,Normal,133000
875,50,RM,52.0,5720.0,Reg,Inside,OldTown,1Fam,1.5Fin,5,6,1941.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,CBlock,TA,No,Unf,0.0,676.0,676.0,Ex,676.0,455.0,1131.0,0,1,1,3,TA,5,0,NA,Detchd,1941.0,Unf,1,200.0,26.0,0.0,NA,8,2009,Abnorml,66500
876,60,FV,75.0,9000.0,Reg,Inside,Somerst,1Fam,2Story,8,5,2007.0,2007,Gable,CemntBd,CmentBd,NA,0.0,Gd,PConc,Gd,Av,GLQ,64.0,1120.0,1184.0,Ex,1184.0,1416.017200000001,2610.0,0,2,1,4,Ex,11,1,Gd,BuiltIn,2007.0,Fin,2,550.0,208.0,285.33620000000013,NA,8,2007,Partial,303477
877,20,RL,94.0,25286.0,Reg,Inside,Mitchel,1Fam,1Story,4,5,1963.0,1963,Gable,HdBoard,Plywood,NA,0.0,TA,PConc,TA,Gd,ALQ,633.0,431.0,1064.0,Gd,1040.0,0.0,1040.0,1,1,0,3,TA,5,0,NA,Attchd,1963.0,Unf,2,648.0,0.0,0.0,NA,1,2007,Normal,132250
878,60,RL,74.0,8834.0,Reg,Inside,NridgHt,1Fam,2Story,9,5,2004.0,2005,Hip,VinylSd,VinylSd,Stone,216.0,Gd,PConc,Ex,No,GLQ,1170.0,292.0,1462.0,Ex,1462.0,762.0,2224.0,1,2,1,4,Ex,10,1,Gd,Attchd,2004.0,Fin,3,738.0,184.0,0.0,NA,6,2009,Normal,350000
879,85,RL,88.0,11782.0,IR1,Inside,Sawyer,1Fam,SFoyer,5,7,1961.0,1995,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,Av,ALQ,899.0,210.0,1109.0,TA,1155.0,0.0,1155.0,1,1,0,3,Gd,6,0,NA,Detchd,1987.0,Unf,2,576.0,192.0,0.0,MnPrv,6,2010,Normal,148000
880,20,RL,NA,7000.0,IR1,CulDSac,CollgCr,1Fam,1Story,5,8,1978.0,2005,Gable,VinylSd,VinylSd,BrkFace,90.0,Gd,CBlock,TA,No,ALQ,646.0,218.0,864.0,Ex,864.0,0.0,864.0,1,1,0,3,TA,6,0,NA,Attchd,1978.0,Unf,1,336.0,0.0,0.0,GdWo,7,2009,Normal,136500
881,20,RL,60.0,7024.0,Reg,Inside,Edwards,1Fam,1Story,5,5,2005.0,2006,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,Ex,No,ALQ,980.0,110.0,1090.0,Gd,1090.0,0.0,1090.0,1,1,1,2,TA,5,0,NA,Attchd,2005.0,Fin,2,450.0,0.0,49.0,NA,6,2007,Normal,157000
882,50,RL,44.0,13758.0,IR1,CulDSac,Timber,1Fam,1.5Fin,7,5,1990.0,1991,Gable,HdBoard,HdBoard,BrkFace,117.0,Gd,CBlock,Gd,Mn,LwQ,902.0,254.0,1156.0,Ex,1187.0,530.0,1717.0,0,2,1,3,Gd,7,1,TA,Attchd,1990.0,RFn,2,400.0,168.0,36.0,NA,4,2007,Normal,187500
883,60,RL,NA,9636.0,IR1,Corner,Gilbert,1Fam,2Story,6,5,1992.0,1993,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,Gd,No,Unf,0.0,808.0,808.0,Gd,808.0,785.0,1593.0,0,2,1,3,TA,7,1,TA,BuiltIn,1993.0,RFn,2,389.0,342.0,40.0,MnPrv,12,2009,Normal,178000
884,75,RL,60.0,6204.0,Reg,Inside,SWISU,1Fam,Otro,4,5,1912.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,PConc,TA,No,Unf,0.0,795.0,795.0,TA,954.0,795.0,2230.0,1,1,0,5,TA,10,0,NA,Detchd,1997.0,Unf,1,440.0,0.0,188.0,NA,3,2006,Normal,118500
885,20,RL,65.0,7150.0,Reg,Inside,NAmes,1Fam,1Story,5,5,1967.0,1967,Gable,HdBoard,HdBoard,BrkFace,60.0,TA,CBlock,TA,No,BLQ,432.0,460.0,892.0,TA,892.0,0.0,892.0,0,1,0,3,TA,5,0,NA,Attchd,1967.0,RFn,1,288.0,0.0,0.0,GdWo,7,2009,Normal,100000
886,120,FV,50.0,5119.0,IR1,CulDSac,Somerst,TwnhsE,1Story,9,5,1999.0,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,PConc,Ex,Av,GLQ,1238.0,460.0,1698.0,Ex,1709.0,0.0,1709.0,1,2,0,2,Gd,5,1,TA,Attchd,1999.0,Fin,2,506.0,97.0,65.0,NA,1,2008,Abnorml,328900
887,90,RL,70.0,8393.0,Reg,Corner,NAmes,Duplex,1Story,5,5,1959.0,2005,Gable,MetalSd,MetalSd,BrkFace,122.0,TA,CBlock,TA,No,LwQ,528.0,1098.0,1626.0,Ex,1712.0,0.0,1712.0,0,2,0,4,TA,8,0,NA,Attchd,2005.0,Fin,2,588.0,272.0,54.0,NA,6,2006,Family,145000
888,50,RL,59.0,16466.0,IR1,Inside,Edwards,1Fam,1.5Fin,5,7,1955.0,1955,Gable,MetalSd,MetalSd,NA,0.0,TA,PConc,TA,No,Unf,0.0,816.0,816.0,TA,872.0,521.0,1393.0,0,1,1,3,TA,8,0,NA,Attchd,1955.0,Unf,1,300.0,121.0,0.0,NA,4,2008,Normal,135500
889,20,RL,95.0,15865.0,IR1,Inside,NAmes,1Fam,1Story,8,6,1970.0,1970,Otro,Wd Sdng,Wd Sdng,NA,0.0,Gd,PConc,TA,Gd,ALQ,351.0,1043.0,2153.8405000000002,Ex,2217.0,0.0,2217.0,1,2,0,4,Gd,8,1,TA,Attchd,1970.0,Unf,2,621.0,81.0,207.0,NA,10,2007,Normal,268000
890,20,RL,128.0,12160.0,Reg,Inside,NAmes,1Fam,1Story,6,4,1953.0,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,CBlock,TA,No,BLQ,1024.0,481.0,1505.0,Ex,1505.0,0.0,1505.0,1,1,0,2,TA,6,1,TA,Attchd,1953.0,RFn,2,505.0,0.0,0.0,NA,2,2009,Normal,149500
891,50,RL,60.0,8064.0,Reg,Corner,NAmes,1Fam,1.5Fin,5,7,1949.0,2006,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,Mn,Unf,0.0,672.0,672.0,Ex,672.0,252.0,924.0,0,1,0,3,TA,6,1,Po,Detchd,2003.0,Unf,2,576.0,0.0,0.0,MnPrv,7,2007,Normal,122900
892,60,RL,70.0,11184.0,Reg,Inside,Sawyer,1Fam,2Story,6,5,1978.0,1978,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,CBlock,TA,No,LwQ,226.0,192.0,918.0,Gd,918.0,765.0,1683.0,0,2,1,3,TA,7,1,TA,Attchd,1978.0,RFn,2,440.0,243.0,0.0,NA,7,2009,Normal,172500
893,20,RL,70.0,8414.0,Reg,Inside,Sawyer,1Fam,1Story,6,8,1963.0,2003,Hip,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,No,GLQ,663.0,396.0,1059.0,TA,1068.0,0.0,1068.0,0,1,0,3,TA,6,0,NA,Attchd,1963.0,RFn,1,264.0,192.0,0.0,MnPrv,2,2006,Normal,154500
894,20,RL,NA,13284.0,Reg,Inside,Sawyer,1Fam,1Story,5,5,1954.0,1954,Gable,Wd Sdng,Plywood,NA,0.0,TA,PConc,Gd,Mn,BLQ,1064.0,319.0,1383.0,TA,1383.0,0.0,1383.0,1,1,0,3,TA,6,1,Gd,Attchd,1954.0,Unf,1,354.0,504.0086000000004,116.0,GdPrv,6,2008,Normal,165000
895,90,RL,64.0,7018.0,Reg,Inside,SawyerW,Duplex,1Story,5,5,1979.0,1979,Gable,Plywood,Plywood,NA,0.0,TA,Slab,NA,NA,NA,0.0,0.0,0.0,TA,1535.0,0.0,1535.0,0,2,0,4,TA,8,0,NA,Attchd,1979.0,Unf,2,400.0,0.0,0.0,NA,6,2009,Otro,118858
896,60,RL,71.0,7056.0,Reg,Inside,NAmes,1Fam,2Story,6,5,1963.0,1963,Hip,HdBoard,HdBoard,BrkFace,415.0,TA,CBlock,TA,No,BLQ,400.0,380.0,780.0,TA,983.0,813.0,1796.0,1,1,1,4,TA,8,1,TA,Attchd,1963.0,RFn,2,483.0,0.0,50.0,NA,10,2008,Normal,140000
897,30,RM,50.0,8765.0,Reg,Inside,IDOTRR,1Fam,1Story,4,6,1936.0,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,No,ALQ,285.0,666.0,951.0,Ex,951.0,0.0,951.0,0,1,0,2,TA,6,0,NA,Detchd,1936.0,Unf,1,327.0,0.0,28.0,NA,4,2006,Abnorml,106500
898,90,RL,64.0,7018.0,Reg,Inside,SawyerW,Duplex,2Story,5,5,1979.0,1979,Gable,Plywood,Plywood,NA,0.0,TA,Slab,NA,NA,NA,0.0,0.0,0.0,TA,1120.0,1120.0,2240.0,0,2,0,5,TA,11,0,NA,Detchd,1979.0,Unf,2,528.0,154.0,0.0,NA,6,2009,Otro,142953
899,20,RL,100.0,12919.0,IR1,Inside,NridgHt,1Fam,1Story,9,5,2009.0,2009,Hip,VinylSd,VinylSd,Stone,760.0,Ex,PConc,Ex,Gd,GLQ,1572.1681,142.0,2153.8405000000002,Ex,2218.0086000000006,0.0,2364.0,1,2,1,2,Ex,11,2,Gd,Attchd,2009.0,Fin,3,820.0,0.0,67.0,NA,3,2010,Partial,611657
900,20,RL,65.0,6993.0,Reg,Inside,Sawyer,1Fam,1Story,5,7,1961.0,1994,Gable,HdBoard,Plywood,NA,0.0,TA,CBlock,TA,No,BLQ,465.0,447.0,912.0,TA,1236.0,0.0,1236.0,0,1,0,3,TA,6,1,TA,Attchd,1961.0,Unf,1,288.0,0.0,0.0,NA,6,2006,Normal,135000
901,20,RL,NA,7340.0,IR1,Inside,NAmes,1Fam,1Story,4,6,1971.0,1971,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,No,ALQ,322.0,536.0,858.0,TA,858.0,0.0,858.0,0,1,0,2,TA,4,0,NA,Detchd,1979.0,Unf,1,684.0,0.0,0.0,NA,6,2007,Normal,110000
902,20,RL,64.0,8712.0,IR1,Inside,NAmes,1Fam,1Story,5,7,1957.0,2000,Hip,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,Mn,BLQ,860.0,132.0,992.0,TA,1306.0,0.0,1306.0,1,1,0,2,TA,5,0,NA,Detchd,1968.0,Unf,1,756.0,0.0,0.0,NA,5,2009,Normal,153000
903,60,RL,63.0,7875.0,Reg,Inside,Gilbert,1Fam,2Story,7,5,2003.0,2003,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,No,Unf,0.0,783.0,783.0,Ex,807.0,702.0,1509.0,0,2,1,3,Gd,8,1,Gd,Attchd,2003.0,Fin,2,393.0,0.0,75.0,NA,7,2006,Normal,180000
904,20,RL,50.0,14859.0,IR1,CulDSac,Gilbert,1Fam,1Story,7,5,2006.0,2006,Hip,VinylSd,VinylSd,BrkFace,27.0,Gd,PConc,Gd,No,Unf,0.0,1670.0,1670.0,Ex,1670.0,0.0,1670.0,0,2,0,3,Gd,7,1,Gd,Attchd,2006.0,RFn,3,690.0,144.0,60.0,NA,8,2006,Partial,240000
905,20,RL,NA,6173.0,IR1,Inside,Sawyer,1Fam,1Story,5,6,1967.0,1967,Gable,HdBoard,Wd Sdng,BrkFace,75.0,TA,CBlock,TA,No,GLQ,599.0,277.0,876.0,TA,902.0,0.0,902.0,0,1,0,3,TA,6,0,NA,Attchd,1967.0,Unf,1,288.0,0.0,0.0,MnPrv,8,2007,Normal,125500
906,20,RL,80.0,9920.0,Reg,Inside,NAmes,1Fam,1Story,5,5,1954.0,1954,Gable,HdBoard,HdBoard,Stone,110.0,TA,CBlock,TA,No,Rec,354.0,412.0,1056.0,TA,1063.0,0.0,1063.0,1,1,0,3,TA,6,0,NA,Attchd,1954.0,RFn,1,280.0,0.0,0.0,MnPrv,2,2010,Normal,128000
907,20,RL,116.0,13501.0,IR1,Corner,Somerst,1Fam,1Story,8,5,2006.0,2006,Gable,VinylSd,VinylSd,Stone,208.0,Gd,PConc,Gd,No,GLQ,63.0,1560.0,1623.0,Ex,1636.0,0.0,1636.0,1,2,0,3,Gd,8,1,Gd,Attchd,2006.0,RFn,3,865.0,0.0,60.0,NA,6,2007,Normal,255000
908,50,RL,86.0,11500.0,IR1,Inside,Crawfor,1Fam,1.5Fin,7,7,1936.0,1987,Gable,BrkFace,BrkFace,NA,0.0,Gd,CBlock,Gd,No,Rec,223.0,794.0,1017.0,Gd,1020.0,1037.0,2057.0,0,1,1,3,Gd,6,1,Gd,Attchd,1936.0,Fin,1,180.0,0.0,0.0,NA,6,2006,Normal,250000
909,20,RL,NA,8885.0,IR1,Inside,Mitchel,1Fam,1Story,5,5,1983.0,1983,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,Gd,Av,BLQ,301.0,239.0,864.0,TA,902.0,0.0,902.0,1,1,0,2,TA,5,0,NA,Attchd,1983.0,Unf,2,484.0,164.0,0.0,MnPrv,6,2006,Normal,131000
910,60,RL,141.0,12589.0,IR2,Inside,Gilbert,1Fam,2Story,6,5,2005.0,2005,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,No,Unf,0.0,742.0,742.0,Ex,742.0,742.0,1484.0,0,2,1,3,Gd,8,1,Gd,Attchd,2005.0,Fin,2,390.0,36.0,24.0,NA,6,2009,Normal,174000
911,90,RL,80.0,11600.0,Reg,Corner,NAmes,Duplex,2Story,5,5,1960.0,1960,Gable,MetalSd,MetalSd,BrkFace,361.0,TA,CBlock,TA,No,Rec,443.0,662.0,1105.0,TA,1105.0,1169.0,2274.0,0,2,0,5,TA,11,0,NA,Detchd,1960.0,Unf,2,480.0,0.0,0.0,NA,1,2010,Normal,154300
